flowsheet_name,measure_name,freq,known,label
Post-Hemodialysis Treatment,"Hgb, Post",198,1,0
Antepartum,Description,198,1,0
Non-Sedation #1,Anorectal Manometry:,198,1,0
PACU,LLE Sensation,198,1,0
Oral Prep/Oral Phase,Oral Phase - Comment,198,1,0
Daily Cares,Positioning Frequency,198,1,0
ADLs/IADLs,Grooming/Hygiene,198,1,0
Cough,Cough Present,198,1,0
ECMO,VAD Type,198,1,0
Questionnaires (Frequently Used),     Social,198,1,0
PICU Vitals,Pain Type 2,198,1,0
Nurse Assessment,Referral made,198,1,0
Daily Wake & Spont Breathing Trial,Total MV,198,1,0
WU IL OY SKIN TESTING,Histamine (W/F in millimeters),198,1,0
OT Treatment,Kitchen Mobility: Where assessed,198,1,0
Cognitive Tests,Unable to complete due to,198,1,0
Surgical Site Dressings,Output (mL),198,1,0
OT Treatment,Weight Bearing Technique,198,1,0
WU IL OY SKIN TESTING,Ragweed (W/F in millimeters),197,1,0
WU IL OY SKIN TESTING,Penicillium (W/F in millimeters),197,1,0
Rectal Exam,Muscle bulk,197,1,0
WU IL OY SKIN TESTING,Gibberella (W/F in millimeters),197,1,0
WU IL OY SKIN TESTING,White Oak (W/F in millimeters),197,1,0
PICU Vitals,Event SpO2 (secs),197,1,0
WU IL OY SKIN TESTING,Birch (W/F in millimeters),197,1,0
Acute GVHD,Specify Trial Agent,197,1,0
Home Vent,Flow Cycle Sensitivity,197,1,0
WU IL OY SKIN TESTING,Alternaria (W/F in millimeters),197,1,0
WU IL OY SKIN TESTING,Box Elder (W/F in millimeters),197,1,0
MVT ACTIVA DBS PROGRAMMING LEFT SIDE,Left Amplitude Voltage (V) [Group D],197,1,0
OB Physical Assessment,Genital Trauma,197,1,0
WU IL OY SKIN TESTING,Dog (W/F in millimeters),197,1,0
WU IL OY SKIN TESTING,D. Pteronyssinus (W/F in millimeters),197,1,0
WU IL OY SKIN TESTING,Aspergillus (W/F in millimeters),197,1,0
WU IL OY SKIN TESTING,Epicoccum (W/F in millimeters),197,1,0
Postpartum Discharge Checklist,Does mom have information about getting a breast pump?,197,1,0
Postpartum,Pain Score 3,197,1,0
Palpation/Neuro/Reflexes,Tenderness,197,1,0
GI Assessment,R Breath Sounds,197,1,0
WU IL OY SKIN TESTING,Bermuda  (W/F in millimeters),197,1,0
Output,Chest Tube Output,197,1,0
Preop Assessment,L Femoral Pulse,197,1,0
Comprehension,Does the child need more time or an assistive device (glasses/hearing aids) to understand everyday conversations?,197,1,0
Intake/Output - OLD,Removal Catheter Length (cm),197,1,0
Patient-Reported Data,Ears/Nose/Mouth/Throat,197,1,0
Environmental Panel 1,Mulberry (W/F in millimeters),197,1,0
WU IL OY SKIN TESTING,D. Farinae (W/F in millimeters),197,1,0
Post-Hemodialysis Treatment,"Hct, Post",197,1,0
PT Evaluation,Bed Mobility Type 4,197,1,0
WU IL OY SKIN TESTING,Johnson (W/F in millimeters),197,1,0
Wound Assessment/Care,Burn Location,197,1,0
Performance Status,Lansky Score,197,1,0
WU IL OY SKIN TESTING,Cockroach (W/F in millimeters),197,1,0
WU IL OY SKIN TESTING,Cladosporium (W/F in millimeters),197,1,0
Phase I / Phase II,L Carotid Pulse,197,1,0
PT Evaluation,Bed Mobility to  4,197,1,0
WU IL OY SKIN TESTING,Kentucky Blue (W/F in millimeters),197,1,0
Neurovascular Access Assessment,Tremor Duration,197,1,0
VAD Device Readings,LVAD Rate,197,1,0
WU IL OY SKIN TESTING,Cat (W/F in millimeters),197,1,0
WU IL OY SKIN TESTING,Cottonwood (W/F in millimeters),197,1,0
Walk 150 Feet,Assistance Needed,197,1,0
ICU Vitals & Intake/Output,Pain Type 3,197,1,0
OT Evaluation,R Shoulder External Rotation,196,1,0
PICU Vitals,Limb ataxia,196,1,0
NICU Vitals,CVP (mmHg),196,1,0
Old - ICU Vital Signs,Pupils PERRL,196,1,0
Hemodialysis Pre-Treatment,Heart Block Type,196,1,0
GYN Flowsheet,Mechanical Compression Status,196,1,0
OT Treatment,Kitchen Mobility: Equipment,196,1,0
MVT ACTIVA DBS PROGRAMMING LEFT SIDE,Left Group D Active,196,1,0
Quantitative Blood Loss Calculator - Cesarean,Large Red Bags Used (qty),196,1,0
OT Evaluation,Diplopia Assessment,196,1,0
Postpartum,Suicide Risk Level,196,1,0
Lines Drain Airways and Wounds,Needle Length - Port 1 (Retired use Needle length above),196,1,0
ECMO,VAD Removal Reason,196,1,0
Fetal/Pediatric Bereavement Checklist,Name Of Physician 1 Notified Of Death,196,1,0
Antepartum,Pump Device Line Status,196,1,0
LTC Consults and Assistive Devices,SLP Evaluation Needed,196,1,0
FIM Expression,Additional Expression Documentation,196,1,0
Postpartum,Site Prep,196,1,0
Subjective/Confounding Issues,Current symptoms,196,1,0
PAT Assessment,Gait Assessment,196,1,0
IV Assessment (WUSM),Site Location,196,1,0
Peds/PICU Assessment,Single Lumen Tube Size,196,1,0
Foods & Misc.,Hazelnut (Filbert) (W/F in millimeters),196,1,0
Antepartum,Patient is Alert and Oriented X4,196,1,0
Intensive Cardiac Rehab Reassessment,Weight change since intake,196,1,0
Hemodynamic Measurements,MV Flow,196,1,0
Subjective/Confounding Issues,Symptoms relieved by,195,1,0
AROM/PROM/Joint Play,Inferior,195,1,0
Patient-Reported Data,Gastrointestinal,195,1,0
Intake/Output,Ventricular Device ,195,1,0
OB Triage,Total time for bedside procedure,195,1,0
Foods & Misc.,Oyster (W/F in millimeters),195,1,0
Arrival Documentation,Colloid IV Solution,195,1,0
MVT BTX INJ FACE,Right Orbicularis Oculi Site E Vol,195,1,0
IR IP Pre Procedure,Healthcare Directive Information Provided ,195,1,0
OR Lines/Drains/Airways,Tube Output #2 (mL),195,1,0
Postpartum,RUE Motor Strength,195,1,0
Observation/Palpation/Neuro/Reflexes,WNL,195,1,0
Special Tests/Flexibility,Quadriceps,195,1,0
Environmental Panel 2,D. Pteronyssinus (W/F in millimeters),195,1,0
OB Physical Assessment,Teeth and Gums,195,1,0
HEENT,Eye Interventions,195,1,0
Behavioral Health Shift Assessment,Dressing Intervention,195,1,0
HeartMate 2,Equipment Type,195,1,0
Diabetes Education Assessment/Recommendations,Glucometer & Test Strips,195,1,0
Antepartum,Patient Response,195,1,0
PT/OT Wound,Barriers to Discharge,195,1,0
Pre-Procedure / Pre-Sedation Assessment,Dressing Status,195,1,0
Pre-Procedure / Pre-Sedation Assessment,Dressing Type,195,1,0
Intake/Output - OLD,Size (G),195,1,0
OB Triage,History of Violence/Physical Aggression,195,1,0
Quantitative Blood Loss Calculator (AMH),Raytec/4x4s Used (qty),194,1,0
Peds Daily Cares/Safety,Physically Aggressive Interventions,194,1,0
OB Triage,Telemetry Alarms Set,194,1,0
Energy Requirements,Total Calorie Requirements Child RDA,194,1,0
FIM Toilet Transfer,What difficulties did the patient have while completing the tasks?,194,1,0
Assessment,Tubing Changed,194,1,0
Musculoskeletal,Type of Splint,194,1,0
PHASE II,Facial Palsy,194,1,0
Vitals,O2 Del Method 1 (ID),194,1,0
Energy Requirements,Weight for Calorie Requirement (kg),194,1,0
Cath Assessments,Reason for Communication,194,1,0
6 Minute Walk Test,Lower Limit of Normal,194,1,0
Labor,Reason For Exception(s):,194,1,0
Musculoskeletal,L Hand,194,1,0
Infection Status,Patients condition is,194,1,0
PHASE II,Urinary Catheter in Place,194,1,0
UE,Location 8,194,1,0
Cardiac Rehab Initial Assessment,Program Goals for Diabetes Control,194,1,0
Skin/Function/Device,Foam protection needed?,194,1,0
Custom Formula Data,Total Injected in Shoulder/Arm Muscles,194,1,0
Energy Requirements,RDA kcal/kg/day,194,1,0
CARE PLAN MINI-FLOWSHEET DATA,Ramsay Scale (RS): Score,194,1,0
IP/OP Chemo/Bio Flowsheet,Lumen #3 Interventions,194,1,0
PCT Vitals & Pain,SpO2 Alarm Limit Low,194,1,0
Peds Vitals & Intake/Output,Tube Feeding Name,194,1,0
Other,Urine,194,1,0
Non-Sedation #1,Insulin Type and Dose,194,1,0
PCT Peds Daily Care,Activity,194,1,0
Complex Assessment,Temp Probe Necessity Reason Reviewed With Care Team,194,1,0
Lines/Drains/Airways,Initial External Length Catheter (cm),194,1,0
MVT UPDRS - Unified Parkinson's Disease Rating Scale,Part III Memo,193,1,0
Stop-Bang,Neck Circumference Greater Than (17 inches Male) or (16 inches Female),193,1,0
GYN Flowsheet,Dressing,193,1,0
BMT OP Infusion Details,Time Infusion End,193,1,0
Postpartum,Bladder US Volume,193,1,0
BMT OP Infusion Details,Time Infusion Start,193,1,0
SLP Oral Motor/Respiratory,Labial Sensation,193,1,0
Behavioral Health Shift Assessment,Burn Drainage Amount,193,1,0
Patient-Reported Data,Musculoskeletal,193,1,0
Complex Assessment,Post Void Residual (mL),193,1,0
Donor Status,Donation Type,193,1,0
PICU Vitals,Multiple Pain Sites,193,1,0
OR Incisions/Wounds,StO2,193,1,0
Complex Assessment,Skin Check Done in Collaboration with EEG Tech,193,1,0
Hemodialysis,Level of Consciousness,193,1,0
Augmentative Communication Assessment,Language Skills Comments,193,1,0
Nurse Assessment,Work-Related Injury 2,193,1,0
Old - ICU Vital Signs,Left eye,193,1,0
Postpartum,LUE Motor Strength,193,1,0
OR Incisions/Wounds,Calculated Wound Size (cm^3),193,1,0
IR OP Pre Procedure,All High Fall Risk Interventions Applied,193,1,0
Lines Drain Airways and Wounds,Shunt Type,193,1,0
Pulmonary Rehab Initial Evaluation,Pneumococcal Vaccination Year,193,1,0
MVT BTX INJ NECK/BACK,Right Trapezius Site B Unit,193,1,0
Cath Assessments,Anus/Rectum (WDL),193,1,0
Intra Procedure Sedation ,O2 Flow Rate #2 (LPM),193,1,0
Conscious Sedation,FiO2 (%),193,1,0
Hemodialysis Post-Treatment,Pain Rating: FLACC (Rest) - Face,193,1,0
COVID-19 Employee Exposure Screening Form,Which date(s) did the employee work while symptomatic?,193,1,0
Columbia Suicide Severity Rating Scale (Since Last Contact),Actual Attempt (Since Last Contact),193,1,0
Augmentative Communication Assessment,SLP Frequency of Services,193,1,0
MVT ACTIVA DBS PROGRAMMING RIGHT SIDE,Right Chronic Side Effects (Choose all that apply),193,1,0
Diabetes Database,Insulin dose adjustment reviewed today,192,1,0
Movement/Balance,Step Symmetry,192,1,0
Movement/Balance,Initiation of Gait,192,1,0
Assessment,Device Interventions,192,1,0
Movement/Balance,Step Height: R Swing Foot,192,1,0
ICU Vitals & Intake/Output,Colostomy Irrigation Intake (mL),192,1,0
Movement/Balance,Trunk,192,1,0
Movement/Balance,Walking Time,192,1,0
Peds Vital Signs,R Foot Plantar Flexion,192,1,0
Movement/Balance,Step Continuity,192,1,0
Movement/Balance,Step Height: L Swing Foot,192,1,0
Intake/Output, - Fall (mmHg) (Intermittent or DPC),192,1,0
Movement/Balance,Step Length: L Swing Foot,192,1,0
Labor,Source,192,1,0
Outpatient Clinical Pharmacist Assessment,Medical Conditions Addressed this Encounter (Continued),192,1,0
Remote Client Documentation Flowsheet,Placed by External Staff?,192,1,0
BMT OP Infusion Details,BP,192,1,0
Hemodialysis Pre-Treatment,Placement Time,192,1,0
Hemodialysis,Psychosocial (WDL),192,1,0
Oral/Motor,Facial movement - Right,192,1,0
Intake/Output,Chest Tube Location C,192,1,0
SLP Evaluation,Response to Interventions,192,1,0
"Wee-FIM Transfers: Chair, Wheelchair","Does the child need a helper to be in the room but not physically help with transfers? Does a helper give instructions, set up equipment, or help lock breaks or lift footrests?",192,1,0
Cognitive Tests,Bedside Writing Score (out of 10),192,1,0
Patient-Reported Data,"If yes, approximately when did your pain start?",192,1,0
PT/OT Wound,Degrees,192,1,0
HeartMate 3,HeartMate 3 Batteries,192,1,0
HeartMate 3,Clips,192,1,0
CHG Bath,Skin Care,192,1,0
Movement/Balance,Step Length: R Swing Foot,192,1,0
Patient-Reported Data,Previous/Current Occupation,192,1,0
RT Charges,$ Pulmonary Mechanics Charge,192,1,0
PACU,Urine Appearance,192,1,0
ECMO,Delta P,192,1,0
Intake/Output - OLD,Removal Reason D,192,1,0
Intensive Cardiac Rehab Follow Up / Discharge,Home Exercise Frequency,192,1,0
PEWS,FiO2 (%),192,1,0
PICU Vitals,Arterial Line Location,192,1,0
Antepartum,5. Suicide Intent with Specific Plan,192,1,0
Antepartum,4. Suicidal Intent Without Specific Plan,192,1,0
Pheresis Post-Treatment,Lumen #3 Needleless Device Changed,191,1,0
"Prevention, Detection and Treatment of Chronic Complications/Risk Reduction",Teaching 1: Comment,191,1,0
Augmentative Communication Assessment,Services,191,1,0
PHASE II,RUE Sensation,191,1,0
Intra Procedure Monitoring,Dressing Status(Retired USE Dressing Status above),191,1,0
OT Treatment,R Forearm Pronation,191,1,0
Social Work Psych Assessment,Care Facility Name,191,1,0
MVT BTX INJ FACE,Right Corrugator Supercilii Total Unit,191,1,0
Labor,Respiratory Effort Characteristics,191,1,0
Augmentative Communication Assessment,Speech Evaluation Complete,191,1,0
Post Recovery,Resp Rate (Set),191,1,0
Lines Drain Airways and Wounds,Lumen #1 Line Interventions(Retired use Lumen #1 Line Interventions above),191,1,0
Antepartum,Does the patient have blood loss?,191,1,0
PICU Vitals,Pain Intervention(s) 2,191,1,0
Chemical Dependency Intake,Constipation ,191,1,0
Checklist,Antibiotics Ordered/Given,191,1,0
OB Triage,Telemetry Audible,191,1,0
BMT OP Infusion Details,Pulse,191,1,0
Antepartum,2. Does the patient express any wish to die/intent to kill themselves as a result of the act OR is the act highly lethal (intent inferred)?,191,1,0
UE,Locations,191,1,0
Musculoskeletal,R Toes,191,1,0
Locomotion: Stairs,Time constraints resulted in increased dependence for task?,191,1,0
Movement/Balance,Gait Score,191,1,0
Nurse Assessment,Result of Injury 2,191,1,0
Movement/Balance,Path,191,1,0
OT Evaluation,R Shoulder Internal Rotation,191,1,0
BMT OP Infusion Details,Bag Volume (mL),191,1,0
Postpartum,R Hand Grip,191,1,0
Routine Therapy-Patient Activity Tech,Chronic Pain Alleviating Factors,191,1,0
ICU Vitals & Intake/Output,Pain Orientation 3,191,1,0
MMT,Deep hip lateral rotators,191,1,0
MVT BTX INJ FACE,Left Corrugator Supercilii Total Unit,190,1,0
Postpartum,L Foot Dorsiflexion,190,1,0
Intake/Output - OLD,Post Compression Pressure Applied,190,1,0
Labor,Sterile Speculum Exam Results,190,1,0
MVT BTX INJ NECK/BACK,Left Splenius Capitis Site B Unit,190,1,0
Dialysis Assessment,Gastrointestinal (WDL),190,1,0
Neo/Peds Ventilator Doc,Airway Resistance,190,1,0
Vitals/Pain,Pain Frequency 3,190,1,0
PHASE II,Warming Blanket,190,1,0
Ventilator Documentation,Airway Pressure (measured),190,1,0
Additional Tests,Ferning Results,190,1,0
Movement/Balance,Total Score,190,1,0
OT Treatment,Vocalization (Extubated Patients),190,1,0
Departure Condition,ETCO2 (mmHg) Vent,190,1,0
Smoking Cessation,Number of Cigarettes per Day,190,1,0
OT Treatment,Communication,190,1,0
Labor,Patient's Stated Pain Goal 2,190,1,0
Fasenra Injection Record,Comments/Observations,190,1,0
Peds Vitals & Intake/Output,Tube Output #2 (mL),190,1,0
PHASE I,Abdominal Binder,190,1,0
AROM/PROM,Internal rotation (90/90),190,1,0
Wound Assessment/Care,Venous Site,190,1,0
Vitals/Pain,O2 Del Method #2,189,1,0
ICU Procedure and Post Procedure Recovery,FiO2 (%),189,1,0
Oral Prep/Oral Phase,Cup,189,1,0
Current Functional Status,Assistance 1,189,1,0
Post-Electroconvulsive Therapy,Chronic Pain Precipitating Factors,189,1,0
Intensive Cardiac Rehab Follow Up / Discharge,Perceived Education Goal Reached?,189,1,0
Pre-Procedure Checklist,Hearing Aid,189,1,0
Cath Assessments,Drainage Amount,189,1,0
Ventilator Documentation,Minute Volume Set ,189,1,0
OB Triage,Pain Score 3,189,1,0
Peds Vital Signs,L Foot Plantar Flexion,189,1,0
Insulin Use,Pump - Fast acting insulin,189,1,0
Posture/Measurements,Hips - Windswept,189,1,0
Vital Signs,Pain Radiating Towards 3,189,1,0
Non-Violent Restraints,Roll Belt (NV),189,1,0
MVT BTX INJ NECK/BACK,Right Splenius Capitis Total Unit,189,1,0
Pheresis Education,Education: Teaching Provided:,188,1,0
OR Lines/Drains/Airways,Burn Assessment,188,1,0
PROM,External rotation 45 degrees,188,1,0
Phone consult called,Pediatric,188,1,0
Preop Assessment,Currently Homicidal? ,188,1,0
MVT Exam Mental,Breathy,188,1,0
AROM/PROM/Joint Play,Superior,188,1,0
PT Treatment,Neuro-Developmental Treatment,188,1,0
Oral/Motor,Facial movement - Left,188,1,0
VNS Settings,VNS Model number ,188,1,0
ICU Vitals & Intake/Output,Pain Rating: FLACC (Rest) - Activity,188,1,0
IR NEURO MISC Assessments,Art Line Waveform,188,1,0
Peds Daily Cares/Safety,Overall Behavioral Assessment Level,188,1,0
Hemodialysis,Post-Treatment Weight,188,1,0
PAT Assessment,R Eye,188,1,0
ICU Vitals & Intake/Output,Pain Rating: FLACC (Rest) - Legs,188,1,0
Vital Signs,Arterial Line BP 2,188,1,bp
TPE,Interventions,188,1,0
Peds/PICU Assessment,Airway Insertion Attempts,188,1,0
Special Tests/Flexibility/Movement Testing,Symptoms,188,1,0
Pre/post procedure checklist,Trigger Sensitivity Pressure (cmH2O),188,1,0
Vital Signs,Pain Type 4,188,1,0
RIS Lines/Drains/Airways,Access Type,188,1,0
Preop Assessment,Method of Communication,188,1,0
Pouching,Ulcer Location (specify o'clock location),188,1,0
Postpartum,LUE Motor Response,188,1,0
OT Treatment,L Forearm Supination  ,188,1,0
Vital Signs,Method,188,1,0
Neo/Peds Ventilator Doc,Awakening Trials Performed,188,1,0
Hemodialysis,Estimated Dry Weight,188,1,0
ICU Vitals & Intake/Output,Pain Rating: FLACC (Rest) - Cry,187,1,0
Pheresis Post-Treatment,Lumen #2 Line Interventions ,187,1,0
Daily Diabetes Log,Lunch Units Insulin,187,1,0
Postpartum,Additional Comments,187,1,0
Neurovascular Access Assessment,O2 Del Method 2 (ID),187,1,0
Intensive Cardiac Rehab Initial Assessment,Hypertension Education Handout given/reviewed,187,1,0
ICU Vitals & Intake/Output,Pain Rating: FLACC (Rest) - Consolability,187,1,0
"MVT BTX INJ LEG, THIGH AND FOOT",EMG,187,1,0
Intake/Output - OLD,Total UF Output (mL),187,1,0
Intensive Cardiac Rehab Initial Assessment,End SPO2,187,1,0
Blood Administration,IABP Unassisted Systolic BP,187,1,0
Thoracic Spine,Rib Cage,187,1,0
Labor,Percent Meal Eaten (%),187,1,0
Complex Assessment,Blade Size,187,1,0
MVT Exam Coordination,Romberg (Feet Together),187,1,0
Environmental Panel 2,D. Farinae (W/F in millimeters),187,1,0
Skin Color/Condition,Peri-wound Assessment,187,1,0
Antepartum,Stool Color,187,1,0
Phase I / Phase II,R Hip,187,1,0
SLP G-Code Documentation,Spoken Language Expression Discharge Status (G9164),187,1,0
Patient-Reported Data,Cardiovascular,187,1,0
Pulmonary Rehab Intake Initial Evaluation,Weight,187,1,0
BMT OP Infusion Details,Product Number,187,1,0
MVT Exam Mental,Forced,187,1,0
Infusion Monitoring,OUTPATIENT ONLY - Is the pt tolerating the tx well?,187,1,0
Screenings,Exposure Date (Read Only),187,1,0
MVT BTX INJ FACE,Left Orbicularis Oculi Site C Vol,187,1,0
Pheresis Pre-Treatment,"All 5 Sterile Barriers or Appropriate Barriers Used (Gloves, Gown, Cap, Mask, Large Sterile Drape)",187,1,0
OB Triage,Ferning Results,187,1,0
GI Assessment,Jugular Venous Distention (JVD),187,1,0
Post-Hemodialysis Treatment,Crit-line Calibrated,187,1,0
Cath Assessments,Site #1,187,1,0
AMH Warm Hand-Off Data Assessment,RIN/GPRA LH ID:,187,1,0
Intake/Output,Tube Number A,187,1,0
Data,$ Pentamidine Nebulizer Charge,187,1,0
Postpartum,L Hand Grip,187,1,0
Chemical Dependency Intake,Additional Information 2,187,1,0
OR Lines/Drains/Airways,Female- Interventions/Changed ,186,1,0
Alteplase 60 Minute Reassessment,Right eye,186,1,0
OR Lines/Drains/Airways,Power injectable,186,1,0
Antepartum,Pulses LLE,186,1,0
Current Functional Status,Grooming: Level of assistance,186,1,0
Columbia Suicide Severity Rating Scale (Since Last Contact),Has subject engaged in non-suicidal self-injurious behavior? (Since Last Contact),186,1,0
Intake/Output - OLD,CVC Line Catheter Size (Fr),186,1,0
Environmental Panel 2,Alternaria Alternata (W/F in millimeters),186,1,0
Environmental Panel 2,Cladosporium (W/F in millimeters),186,1,0
Complex Assessment,Catheter/Balloon Size,186,1,0
Vital Signs,Pain Descriptors 4,186,1,0
Hemodialysis Vitals,Height Method,186,1,0
IV Assessment,Pump Agreement Signed and In Chart,186,1,0
Intensive Cardiac Rehab Reassessment,Reviewed Self Efficacy with patient - Other,186,1,0
OT Evaluation,Body Movements,186,1,0
Chronic GVHD,Subjective Clinician Opinion of Severity,186,1,0
PT Evaluation,Vocalization (Extubated Patients),186,1,0
Postpartum,Reason For Exception(s):,186,1,0
Intensive Cardiac Rehab Initial Assessment,End BP,185,1,0
LTC Consults and Assistive Devices,Social Services Consult Needed,185,1,0
Pheresis Pre-Treatment,Arterial Line Location,185,1,0
LTC Consults and Assistive Devices,Spiritual Care Consult Needed,185,1,0
Postpartum,Lips,185,1,0
Peds/PICU Assessment,Cuffed,185,1,0
Postpartum,Insertion attempts,185,1,0
TPE,Blue Lumen Status (Retired use Lumen #2 Status),185,1,0
Quality of Movement,Additional details,185,1,0
Impairment Code,Orthopedic Disorders,185,1,0
Lines Drain Airways and Wounds,Foreign Object,185,1,0
BMT Infusion Details,Blood,185,1,0
MVT BTX INJ FACE,Left Orbicularis Oculi Site E Vol,185,1,0
MVT BTX INJ FACE,Left Orbicularis Oculi Site B Vol,185,1,0
OR Lines/Drains/Airways,Gastric/PEG Tube Moat Cleaned?,185,1,0
Lines/Drains/Airways,2 RN Skin Validation (comment name),185,1,0
Hemodialysis Vitals,Height,185,1,0
Phase I / Phase II,Ventricular Rate (beats/min),185,1,0
Patient-Reported Data,"Enter Facility, if known:",185,1,0
OT Treatment,Degrees Wrist Right,185,1,0
IV Assessment,Lumen #1 Date Changed,185,1,0
Pheresis Post-Treatment,Lumen #1 Line Interventions,185,1,0
Genitourinary,Intermittent/Straight Cath (mL),185,1,0
Assessment,Pin Site Care 2,185,1,0
Treatment PTA,Prehospital Sublingual Nitroglycerin Given,185,1,0
Blood Administration,Core (Body) Temperature,185,1,0
Post Recovery,PEEP/CPAP/EPAP (cm H2O),185,1,0
Postpartum,Wound Description (Comments),185,1,0
Charge Nurse Rounding,Pending Social Work,185,1,0
FIM Bladder,Why couldn't the patient void?,185,1,0
ROM/Joint Play/Strength,Details,185,1,0
Calorie Count,% of Estimated Needs Met - PO,185,1,0
PT Evaluation,L Ankle Eversion ,185,1,0
ICU Vitals & Intake/Output,"Shrugs (C3,C4)",185,1,0
Postpartum,Pump Support Person Available if Patient Not Alert/Oriented X4,185,1,0
Subjective/Confounding Issues,Lymphedema is,185,1,0
Columbia Suicide Severity Rating Scale (Lifetime/Recent),Potential Lethality Code (Most Lethal Attempt),185,1,0
ICU Vitals & Intake/Output,Score: FLACC (Rest),185,1,0
OT Time Calculator,Minutes for Community/Work Reintegration Training (97537):,184,1,0
Peds Vitals & Intake/Output,I.V.,184,1,0
Phase I / Phase II,LOC Questions (1b.),184,1,0
OT Treatment,Bed Mobility Comments 4,184,1,0
Joint Play/MMT,Ankle Inversion,184,1,0
Lines Drain Airways and Wounds,Catheter Size - Port 1 (Retired use cath size above),184,1,0
OT Evaluation,Muscle Tension,184,1,0
MVT BTX INJ FOREARM,Left Forearm,184,1,0
MDC CDR/Diagnosis New,Parkinsonism,184,1,0
Complex Assessment,Halo,184,1,0
Lines Drain Airways and Wounds,Tip Location (If Applicable),184,1,0
Antepartum,Staging,184,1,0
Hemodialysis,Orientation ,184,1,0
Old - ICU Vital Signs,Right eye,184,1,0
Cardiac Rehab Intake Assessment,"Trouble Falling or Staying Asleep, or Sleeping too Much",184,1,0
Custom Formula Data,Grooming Score (Calculated),184,1,0
Intake/Output - OLD,Catheter Size,184,1,0
Auditory Devices,Material,184,1,0
Postpartum,Unmeasured Emesis Occurrence,184,1,0
Patient Controlled Analgesia,ETCO2 (mmHg) Vent,184,1,0
Patient Expiration,Belongings Disposition,184,1,0
Pain Assessment,Muscle Tension,184,1,0
Intensive Cardiac Rehab Reassessment,Discussed coping skills - Other,184,1,0
IV Assessment,Wedge Balloon Inflation (cc of air),184,1,0
PTSD (PCL-C) Screening,Feeling very upset when something reminded you of a stressful experience from the past?,184,1,0
GI Assessment,Result of Injury,184,1,0
AROM,Wrist extension,184,1,0
Intake/Output - OLD,Continuous Rate (mcg/hr),184,1,0
GYN Flowsheet,Safe Patient Handling- Assistance Needed ,184,1,0
Section GG - Prior Functioning,Functional Cognition,184,1,0
TPE,Red Lumen Status (Retired use Lumen #1 Status),184,1,0
PT Treatment,Electrical Stimulation (Parameters),184,1,0
Auditory Devices,Exp comment,184,1,0
Postpartum,R Foot Dorsiflexion,184,1,0
TPE,Patient's Stated Pain Goal,184,1,0
MVT BTX INJ FACE,Right Orbicularis Oculi Site F Vol,183,1,0
Cardiac Rehab Initial Assessment,SpO2,183,1,0
PAT Assessment,L Eye,183,1,0
Occult Blood,Specimen 2,183,1,0
Peds Daily Cares/Safety,Crying Interventions,183,1,0
Hospice Assessment,Placement Date,183,1,0
Walk 10 Feet,Reason if not Attempted,183,1,0
Lines/Drains/Airways,Arterial Line Catheter Length,183,1,0
Phase I / Phase II,Sensory Perception,183,1,0
Cognitive Tests,Bedside Apraxia Score (out of 10),183,1,0
Hospice Assessment,Removal Reason ,183,1,0
Abdominal Binder,Abdominal Binder,183,1,0
Postpartum,Circulation RLE,183,1,0
PACU,Additional Comfort/Environmental Interventions,183,1,0
ADL Assessment,Wandering (No Rational Purpose) Frequency (E4-A),183,1,0
"We are going to ask you about gun safety, is it okay if we proceed with your child present?",How is it stored?  ,183,1,0
Musculoskeletal,L Toes,183,1,0
Stop-Bang,Date of sleep study,183,1,0
Post Recovery,Vent Status,183,1,0
MVT Neuro Exam - Motor Involuntary Part 1,Chorea At Rest- RLE,183,1,0
Lines Drain Airways and Wounds,Lumen #2 Interventions( Retired use Lumen #2 Line Interventions ),183,1,0
MVT BTX INJ FACE,Left Orbicularis Oculi Site D Unit,183,1,0
Visual-Spatial / Visual-Motor & Fine Motor,     Dominant Hand,183,1,0
NON-SEDATION PHONECALL,Indications for Catheterless pH (Bravo),183,1,0
Pulmonary Rehab Initial Evaluation,RPD,183,1,0
AROM,Wrist flexion,183,1,0
Locomotion: Wheelchair,Does the child need a helper to be present but not physically help with wheeling the chair? Does the child travel 150 feet? Does the helper give instructions?,183,1,0
Auditory Devices,Product,183,1,0
ICU Vitals & Intake/Output,L Eye Deviation,183,1,0
Pheresis Treatment,WBC Exchange Volume,183,1,0
Complex Assessment,Voiding Trial Instilled Volume (mL),183,1,0
Diet History,Dairy Intake,182,1,0
MVT AES Apathy Evaluation Scale (Self Rated),I am less concerned about my problems than I should be.,182,1,0
MVT AES Apathy Evaluation Scale (Self Rated),I am interested in things.,182,1,0
MVT AES Apathy Evaluation Scale (Self Rated),I am interested in learning new things,182,1,0
MVT AES Apathy Evaluation Scale (Self Rated),I am interested in having new experiences.,182,1,0
MVT AES Apathy Evaluation Scale (Self Rated),Getting together with friends is important to me.,182,1,0
MVT AES Apathy Evaluation Scale (Self Rated),Getting things started on my own is important to me.,182,1,0
MVT AES Apathy Evaluation Scale (Self Rated),Getting things done during the day is important to me.,182,1,0
Old - ICU Vital Signs,CO (L/min),182,1,0
Cath Assessments,Color/Movement/Sensation,182,1,0
Immunotherapy,Serum #5 Antigen(s),182,1,0
PT Time Calculation,Minutes for E-Stim (97032):,182,1,0
Peds/PICU Assessment,ETT Type,182,1,0
